,image_id,justification,level_2,text
5517,IMG_6773,J_Misc,2,"AFTER THE MEETING I SPOKE TO BLOOMFIELD AND POINTED OUT THAT EVEN THOUGH THE STATEMENT ISSUED FROM THE NORTHERN IRELAND GOVERNMENT THE SUBJECT OF INTERNMENT WAS SO SENSITIVE THAT QUESTIONS MIGHT WELL BE DIRECTED TO HMG IN PARLIAMENT, ESPECIALLY IF THE STATEMENT DEALT WITH MATTERS SUCH AS THE IRA STATUS OF ALL INTERNEES AND THE OPERATION OF JUDGE BROWN’S COMMITTEE."
5523,IMG_6774,J_Misc,1,"ALL INTERNEES ARE MEMBERS OF THE IRA AND THEIR PREMATURE RELEASE AS A POLITICAL GESTURE WOULD SERIOUSLY AFFECT THE GENERAL SECURITY SITUATION, PARTICULARLY IN THE FIELD OF INTELLIGENCE, VITAL IN ANY COUNTER-GUERRILLA CAMPAIGN."
5524,IMG_6774,J_Misc,2,"AT THE SAME TIME, PROGRESS IN THE CAMPAIGN AGAINST THE IRA IS LEADING TO A GRADUAL DECREASE IN THE NUMBERS BEING INTERNED, AND AN INCREASE IN THE NUMBER BEING CHARGED."
5530,IMG_6778,J_Misc,1,"Page 1 : (137,622) - (576,701)"
5531,IMG_6778,J_Misc,2,"It has to be remembered that the substantial progress which has been made in Belfast, 
to be pursued with such vigour, that the number of effective terrorists remaining at large within the city can be gauged."
5537,IMG_6779,J_Misc,1,"But the Army consider it vital that the option should remain of detaining and interning terrorists who are captured in the rural areas, where the intelligence picture is less complete and the IRA may well build up their activities."
5538,IMG_6779,J_Misc,2,"But whether or not that practice is adopted, we consider it essential 
- at least for the first few months - to 
have the sanction of re-arrest and re-internment available."
5539,IMG_6779,J_Misc,3,"The Northern Ireland Government will, of course, 
have views about all this and we must expect them to be much influenced by the attitude of the RUC Special Branch which we know to be strongly opposed to a release rate which is more than marginally faster than is now being achieved."
5544,IMG_6806,J_Misc,1,"possible changes in responsibility for law and order, including a move towards running down internment."
5551,IMG_6842,J_Misc,1,"You asked me :- 
(i) whether the Home Office regularly see the statement setting out the grounds on which an internment order is signed in respect of any individual; 
see this. 
(ii) what are the criteria for interment ? The answer to (i) is that the Home Office do not 
Ireland Minister of Home Affairs. But 
Statutorily it is a matter for the Northern In practice 
Philip Woodfield did see some of the statements which were prepared in the early stages in early September when he want to Northern Ireland on a visit. 
there is no regular arrangement whereby the UK Goverment is given this information."
5552,IMG_6842,J_Misc,2,"""I have made no interment order without being satisfied on evidence placed before me that the person concerned was and still is an active member of the official or provisional ting of the IRA or has been closely implicated in the recent IRA campaign."""
5558,IMG_6915,J_Misc,1,"They should announce their willingness 
to carry through a policy to end imprisonment without trial, by a phased programme of releases of every detainee and internee except those against whom criminal charges are preferred in the Courts."
5565,IMG_6917,J_Misc,1,"The information on which recommendations for internment 
are made by the RUC Special Branch is naturally held by the Special Branch themselves. 
But a senior Army intelligence 
officer has always had complete access to these records; and he is satisfied that, subject to two reservations, virtually all the internees are IRA members. 
The first is that three 
of the internees cannot be assigned to specific appointments in the IRA’s order of battle, though the dossiers concerned show that the Special Branch regard two of them as members of the IRA and the third as having strong links with the IRA. The other reservation is that one cannot entirely rule out the possibility that in a few cases the information provided to the Special Branch might have been prompted by personal spite, 
or something similar, on the part of the informants."
5572,IMG_6925,J_Misc,1,"Page 1 : (97,504) - (527,618)"
5573,IMG_6925,J_Misc,2,"’’VEFE TE FERCFIPLE, ELEClEC LEADERS OF MINCRITY CPINIONI’ TFEE CRITICPl ’EL 
A""’ C ""CNTHS EEFCFE INTERNMENT 
EYEFCIED’C CF SEEI1""C TC EXERCISE IN THE COMMUNITY AN INFLUENCE FCF FESTFAINT? VERE -TFY AmilSING THEIR SUPPCTERS TC FCA VITH CTHEF A GF:pO’C CAL ITICN AGAINST VICLENCE AND TERRCRISM? 
C"" THE CCN!TFAFY: VHEf CFrEREC A MAJCF STEP IN THE CIRECTION OF PAR:TICIPATIC"" A""C I ""’\CLVEMENT, THEY SHIED AVAY LIKE A FR ICHTE""EC FCREE. THEY PCSITIVELY FELL CVER THEMSELVES TC CISEPGAGE FRCM THE DEMCCFATIC PROCESE. THEY DEL IBERATELY CREATEC A VACUUM, AND DID iCT CARE THAT IT WAS THE MEN VITH THE ELACF PEFETE AND THE SECRET PCMB IN THE NIGHT AHC WCUL FILL THAT VCIC."
5579,IMG_6926,J_Misc,1,"- IT’S A GOOD ROUND PHRASE, 
BUT IT HAS LITTLE FOUNDATION IN FACT. THE INTERROGATION OF PECPLE RECENTLY TAKEN INTO DETENTION SHOWS VERY CLEARLY THAT IT WAS THE PERIOD IMMEDIATELY BEFORE INTERNMENT 
JUNE, JULY AND EARLY AUGUST - WHICH BROUGHT THE GREAT UPSURGE IN IRA STRENGTH."
5586,IMG_6955,J_Misc,1,"Moreover, serious though the effect of internment has undoubtedly been in hardening Catholic opinion, there are very real signs 
- in the view of those, like"
5593,IMG_6956,J_Misc,1,"Dr Newe, whose opinions I respect - of some degree of softening at this time, to 
which the flow of information would lend further weight."
5600,IMG_6957,J_Misc,1,"In spite of the continued bombings and shootings there is ample evidence 
that the effectiveness of the IRA,especially in the Belfast area where the security forces have recently concentrated their efforts, has been very seriously reduced. 
The removal from circulation of 700 - 800 members of the 
two main organizations is creating increasing problems for them in terms both of morale and losses of key personnel."
5601,IMG_6957,J_Misc,2,"made good, but the officers of some companies have had to be replaced two or three times over and volunteers are now reluctant to come forard. 
in Belfast have ceased to exist and others have been amalgamatod. 
areas have been completely cleared of IRA and increasing pressure is being brought to bear on areas where groups are still active. 3. 
technical skill in the use of explosives. These losses have to some extent been 
Some units Several 
In Belfast the IRA are particularly short of leadership, experience and"
5602,IMG_6957,J_Misc,3,"Taking the situation in Northern 
Ireland as a whole, about 140 important members on the wanted list are now in the Irish Republic. 
The severe dislocation of command and communication systems 
has left behind something more in the nature of a cell structure, and operations are largely carried out by small active service units, many of them based in the South."
5603,IMG_6957,J_Misc,4,"The first is the fact, already noted, that the IRA presence has been removed from certain areas and that this is continuing; though it is unfortunately true that those who have most to fear from the IRA are least articulate in pointing to the comparative freedom from intimidation which they are beginning to enjoy."
5604,IMG_6957,J_Misc,5,"in IRA recruitment. 
There is little evidence that internment has led to a substantial increase On the contrary, recent arrests indicate that most of 
those taking part in terrorist attacks were recruited in the period leading up to August of last year."
5605,IMG_6957,J_Misc,6,"So far as those already interned are concerned, the"
5607,IMG_6958,J_Misc,1,campaign to end internment and the belief that it rill succeed keeps their morale higher than is generally the case with men still at large.
5608,IMG_6958,J_Misc,2,In spite of successes against the IRA it may still be claimed that the present strategy of attrition offers steadily diminishing returns in terms of opportunities for a political settlement.
5609,IMG_6958,J_Misc,3,"There is, therefore, the likelihood that internees 
released as a political gesture would return to their previous activities and so repair the substantial damage which has been inflicted on both factions of the IRA since 9 August 1971."
5610,IMG_6958,J_Misc,4,"The IRA would regard any programme of release for political reasons as an important success. 
and the general public. 
It would also be so regarded by members of the Security Forces The IRA could, therefore, dictate future terms."
5611,IMG_6958,J_Misc,5,"Any decision to make no further arrests would be regarded by the IRA as a still greater achievement; they could be expected to take the opportunity to recoup their losses and to equip themselves to intensify operations at a date of their own choosing. 
Those on the run would be encouraged to return to their units."
5612,IMG_6958,J_Misc,6,"The process of internment has provided, and continues to provide, a flow of intelligence on the membership, resources and plans of the IRA. 
interrupted the IRA could re-group with impunity. 7. 
If this flow were"
5614,IMG_6968,J_Misc,1,"The need for internment to continue may have to be spelt out more effectively. For this purpose it is proposed to give as much publicity as possible 
to a general defence of the policy and to the correcting of some of the grosser forms of misrepresentation to which it has been subjected."
5621,IMG_7109,J_Misc,1,It could be that the I.R.A. would publicly announce
5628,IMG_7110,J_Misc,1,that they were calling off their campaign without making public the agreement that 30 days later the British Government would respond by ending internment.
5635,IMG_7162,J_Misc,1,e aim to reduce the level of internment but there is no question of an amnesty for those who have been convicted of offences of violence.
5642,IMG_7211,J_Misc,1,"THE ESSENTIAL MEASURES ON WHICH WE HAVE DECIDED INCLUDE THE TRANSFER OF FULL RESPONSIBILITY FOR LAW AND ORDER FROM STORMONT TO WESTMINISTER: A REVIEW OF ExiSTING INTERNMENT ORDERS SO THAT THE LESS IMPORTANT INTERNEES ARE PROGRESSIVELY RELEASED: THE APPOINTMENT OF A SECRETARY OF STATE FOR NORTHERN IRELAND AS A MEMBER OF MY GOVERNMENT: AID A SYSTEM OF REGULAR PLEBISCITES ABOUT THE BORDER, THE FIRST TO BE HELD AS SOON AS PRACTICABLE. IN THE NEAR FUTURE AND OTHERS AT INTERVALS THEREAFTER."
5649,IMG_7214,J_Misc,1,The pace of releases will depend on the state of public security and the effect upon it of the release of particular internees whose cases are under review.
