,Unnamed: 0,image_id,file_id,img_file_orig,file_start_year,file_start_month,file_end_year,file_end_month,date_coded,occurances,text,clean_text,justification_J_Denial,justification_J_Development-Unity,justification_J_Emergency-Policy,justification_J_Intelligence,justification_J_Intl-Domestic_Precedent,justification_J_Last-resort,justification_J_Law-and-order,justification_J_Legal_Procedure,justification_J_Misc,justification_J_Political-Strategic,justification_J_Terrorism,justification_J_Utilitarian-Deterrence,justification_cat
962,962,IMG_1808,CJ_4_458,IMG_1808_CJ_4_458,1972,5,1973,1,,1,"Regulation 11. This is chiefly used when a person is suspected of 
having committed an offence in the field of law and order but there is a brook in time between the alleged commission of the offence and the apprehension of the suspect.
",regulation 11 this is chiefly used when a person is suspected of having committed an offence in the field of law and order but there is a brook in time between the alleged commission of the offence and the apprehension of the suspect,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
963,963,IMG_1808,CJ_4_458,IMG_1808_CJ_4_458,1972,5,1973,1,,2,"If an answer is given which causes the soldier to suspect the person of falling into one of the categories in paragraph 7 above, he should arrest him under Regulation 11 of the SPA, remembering to use the appropriate formula from paragraph 6 of the Blue Card. If the answers given do not raise a sufficient suspicion to justify arrest he must be allowed to go on his way immediately. If however the passer-by refuses to stop or to answer the questions he is committing an offence against the SPA Regulations and the soldier can arrest him under Regulation 11 of the SPA on that ground.",if an answer is given which causes the soldier to suspect the person of falling into one of the categories in paragraph 7 above he should arrest him under regulation 11 of the spa remembering to use the appropriate formula from paragraph 6 of the blue card if the answers given do not raise a sufficient suspicion to justify arrest he must be allowed to go on his way immediately if however the passerby refuses to stop or to answer the questions he is committing an offence against the spa regulations and the soldier can arrest him under regulation 11 of the spa on that ground,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
964,964,IMG_1814,CJ_4_458,IMG_1814_CJ_4_458,1972,5,1973,1,1972-12,1,"With the 
It 
exception of the UVF, Protestant extremist organisations are not in themselves illegal; it is not therefore possible to regard all those holding certain defined positions in Protestant organisations",with the it exception of the uvf protestant extremist organisations are not in themselves illegal it is not therefore possible to regard all those holding certain defined positions in protestant organisations,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
965,965,IMG_1815,CJ_4_458,IMG_1815_CJ_4_458,1972,5,1973,1,,1,"as dangerous terrorists, as we regard officers in the Provisional IRA.",as dangerous terrorists as we regard officers in the provisional ira,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
966,966,IMG_1828,CJ_4_458,IMG_1828_CJ_4_458,1972,5,1973,1,1972-12,1,"Page 1 : (74,718) - (558,798)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
967,967,IMG_1828,CJ_4_458,IMG_1828_CJ_4_458,1972,5,1973,1,1972-12,2,"In addition the Civil 
Authorities S ooia jPowers Act (Northern Ireland) 1922 (referred to as the Spoo l Powers Act or SPA) oonfers further power of arreSt 011 soldlor when on duty.
",in addition the civil authorities s ooia jpowers act northern ireland 1922 referred to as the spoo l powers act or spa oonfers further power of arrest 011 soldlor when on duty,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
968,968,IMG_1828,CJ_4_458,IMG_1828_CJ_4_458,1972,5,1973,1,1972-12,3,"of planning can vary between many days and a few rinutes but it is most important that the formula on the Blue Card i. used in every case
",of planning can vary between many days and a few rinutes but it is most important that the formula on the blue card i used in every case,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
969,969,IMG_1828,CJ_4_458,IMG_1828_CJ_4_458,1972,5,1973,1,1972-12,4,Theme are normally made under the SPA powers. The degree,theme are normally made under the spa powers the degree,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
970,970,IMG_1829,CJ_4_458,IMG_1829_CJ_4_458,1972,5,1973,1,,1,"Page 1 : (46,459) - (509,522)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
971,971,IMG_1837,CJ_4_458,IMG_1837_CJ_4_458,1972,5,1973,1,No_date,1,"Page 1 : (111,170) - (500,227)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
972,972,IMG_1838,CJ_4_458,IMG_1838_CJ_4_458,1972,5,1973,1,,1,"Page 1 : (94,426) - (536,671)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
973,973,IMG_1839,CJ_4_458,IMG_1839_CJ_4_458,1972,5,1973,1,,1,"10. hen a person is arrested under VA poers, he must be formal1y told at the time of arrest Wi he t being arrested and also under which
",10 hen a person is arrested under va poers he must be formal1y told at the time of arrest wi he t being arrested and also under which,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
974,974,IMG_1839,CJ_4_458,IMG_1839_CJ_4_458,1972,5,1973,1,,2,"Regulation but the soldier must have a.: 
Arrests under RqZulation 11 No specific authorisation 1.necessary under this 
S$utrnicion as 
the basis for the arrest and Blue Card formila rust b used.",regulation but the soldier must have a arrests under rqzulation 11 no specific authorisation 1necessary under this sutrnicion as the basis for the arrest and blue card formila rust b used,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
975,975,IMG_1843,CJ_4_458,IMG_1843_CJ_4_458,1972,5,1973,1,,1,"Page 1 : (102,91) - (491,156)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
976,976,IMG_1857,CJ_4_458,IMG_1857_CJ_4_458,1972,5,1973,1,1972-08,1,"Page 1 : (56,112) - (467,255)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
977,977,IMG_1861,CJ_4_458,IMG_1861_CJ_4_458,1972,5,1973,1,1972-07,1,"The Army and the RUC are to produce a draft which can be looked at from both the legal and political angles.
",the army and the ruc are to produce a draft which can be looked at from both the legal and political angles,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
978,978,IMG_1861,CJ_4_458,IMG_1861_CJ_4_458,1972,5,1973,1,1972-07,2,"A legal judgement made some little time ago has called this into question and the Attorney General considered that there was/ no legal limit on the time which a man could be held under Regulation 11 before he was charged, released or detained.",a legal judgement made some little time ago has called this into question and the attorney general considered that there was no legal limit on the time which a man could be held under regulation 11 before he was charged released or detained,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
979,979,IMG_1863,CJ_4_458,IMG_1863_CJ_4_458,1972,5,1973,1,1972-07,1,"A substantial proportion of the arrests made by the Army 
in future operations will be under Regulation 11.",a substantial proportion of the arrests made by the army in future operations will be under regulation 11,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
980,980,IMG_1864,CJ_4_458,IMG_1864_CJ_4_458,1972,5,1973,1,,1,"It is suggested therefore that you should 
agree that suspects arrested under Regulation 11 may now be held for questioning for up to 72 hours before being charged, released or made the subject of a detention order.
",it is suggested therefore that you should agree that suspects arrested under regulation 11 may now be held for questioning for up to 72 hours before being charged released or made the subject of a detention order,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
981,981,IMG_1864,CJ_4_458,IMG_1864_CJ_4_458,1972,5,1973,1,,2,The Attorney General would support this proposal.,the attorney general would support this proposal,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
982,982,IMG_1865,CJ_4_458,IMG_1865_CJ_4_458,1972,5,1973,1,1972-07,1,"It is suggested therefore that you should agree that suspects arrested under Regulation 11 may now be held for questioning for up to 72 hours before being charged, released or made the subject of a detention order. Where arrests are made under Regulation 10 in the first instance the total period should still not exceed 72 hours. 5. 
The Attorney General would support this proposal.",it is suggested therefore that you should agree that suspects arrested under regulation 11 may now be held for questioning for up to 72 hours before being charged released or made the subject of a detention order where arrests are made under regulation 10 in the first instance the total period should still not exceed 72 hours 5 the attorney general would support this proposal,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
983,983,IMG_1868,CJ_4_458,IMG_1868_CJ_4_458,1972,5,1973,1,1972-07,1,"Page 1 : (36,252) - (559,370)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
984,984,IMG_1871,CJ_4_458,IMG_1871_CJ_4_458,1972,5,1973,1,1972-07,1,"When we redrafted the main policy document, our main object was to preserve the powers of arrest under Regulation 11(1); these powers contemplate that persons so arrested could, in certain circumstances, be brought before the courts and the powers of arrest relate to any person whom the arresting officer ""suspects of acting or of having acted or being about to act in a manner prejudicial to the preservation of the peace or the maintenace of order"" and so on.
",when we redrafted the main policy document our main object was to preserve the powers of arrest under regulation 111 these powers contemplate that persons so arrested could in certain circumstances be brought before the courts and the powers of arrest relate to any person whom the arresting officer suspects of acting or of having acted or being about to act in a manner prejudicial to the preservation of the peace or the maintenace of order and so on,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
985,985,IMG_1871,CJ_4_458,IMG_1871_CJ_4_458,1972,5,1973,1,1972-07,2,"To my mind, there is no doubt that the Army could arrest a person under these powers for the purpose of bringing that person before the courts.",to my mind there is no doubt that the army could arrest a person under these powers for the purpose of bringing that person before the courts,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
986,986,IMG_1875,CJ_4_458,IMG_1875_CJ_4_458,1972,5,1973,1,1972-06,1,"Page 1 : (64,359) - (521,421)",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
987,987,IMG_1876,CJ_4_458,IMG_1876_CJ_4_458,1972,5,1973,1,1972-06,1,"Page 1 : (7,53) - (458,92)
",,0,0,0,0,0,0,0,1,0,0,0,0,J_Legal_Procedure
